    BusSpeed riscv64 rv64g-c910 optimized Sat Sep  3 22:27:35 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3319   3331   3616   3838   4456   4458
      32    836   1111   1655   2174   3131   3636
      64    509    720   1165   1624   2647   3149
     128    356    506    897   1297   2250   2766
     256    353    497    896   1261   2251   2766
     512    353    500    899   1261   2253   2768
    1024    355    499    898   1262   2254   2768
    4096    132    234    400    761   1565   2683
   16384    132    231    395    747   1509   2648
   65536    133    233    396    750   1510   2654
