 ##########################################

   Memory Reading Speed Test riscv64 rv64g-c910 optimized Sun Sep  4 01:24:20 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7594   7621   5927   7576   7747   6357   6311   2912   6356
      16    7602   7624   5911   7602   7694   6370   6557   3049   6709
      32    4904   6018   4513   4697   6274   5645   6901   3130   7114
      64    4118   5799   3924   3979   5848   5480   6196   2991   6302
     128    3328   5659   4011   3277   5852   5751   6188   3017   5785
     256    3220   5886   4887   3212   5777   5657   6138   3015   5900
     512    3275   5856   5072   3259   5926   5693   6197   3022   6175
    1024    3159   5790   5142   3145   5498   5890   6216   3024   6208
    2048    1103   5264   4930   1096   5385   5537   6207   3020   6217
    4096     771   4586   4366    773   4917   5287   4675   2965   4369
    8192     785   4101   3556    786   4943   5091   3345   2829   2925

                End of test Sun Sep  4 01:24:35 2022

