 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 01:34:41 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7618   7870   6117   7628   7629   6116   6372   3406   5933
      16    3861   3669   4268   4229   3701   2785   7429   3695   6261
      32    5219   4961   5065   5326   4930   3757   6996   3622   6211
      64    6519   5895   5878   6323   5864   4341   7006   3633   6291
     128    4919   3790   5222   4526   3524   3560   6314   3418   5787
     256    5018   3784   4629   4620   3522   3737   6320   3428   5804
     512    5088   3790   5332   4717   3537   4088   6305   3416   6016
    1024    5168   3863   5222   4829   3572   5142   6321   3420   6036
    2048    4408   2075   5079   4291   1758   4349   6007   3406   5700
    4096    3101   1303   4576   3021   1120   1552   4528   3371   4285
    8192    3043   1360   3403   3003   1197    900   3466   3205   3386

                End of test Sun Sep  4 01:34:57 2022

