 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 01:29:09 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7599   8209   6354   7601   8024   7087   6284   3351   6398
      16    7572   8343   6357   7592   8037   7105   6405   3366   6518
      32    6298   6272   6092   5472   7116   6750   6848   3420   6790
      64    6041   5064   5871   4944   7192   6640   5876   3206   5555
     128    5257   5416   5899   4997   6815   6057   6406   3327   6122
     256    4677   4238   5132   4720   5626   5255   6170   3299   6116
     512    4864   4373   5434   4659   5740   5405   6224   3329   6267
    1024    4733   4343   5206   4611   5552   5216   6234   3333   6280
    2048    3658   2596   5047   3446   4920   5005   6243   3331   6293
    4096    2248   1915   4935   2186   3167   4871   4329   3254   4324
    8192    2169   1615   5066   2129   2928   4927   3393   3114   3374

                End of test Sun Sep  4 01:29:25 2022

