 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 01:25:38 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7588   4231   4243   7602   4236   4233   6325   3352   3483
      16    7589   4244   4249   7597   4245   4243   6521   3369   3489
      32    7572   4245   4250   7576   4248   4244   6437   3386   3487
      64    6421   3933   3774   6424   3430   2771   5421   3129   3077
     128    4991   2756   3282   5033   2519   2607   6099   3271   3245
     256    4989   2470   3036   4908   2340   2491   6179   3293   3246
     512    4942   2295   3003   4902   2298   2904   6221   3329   3310
    1024    4778   2278   2832   4707   2268   2597   6235   3329   3310
    2048    3756   1794   2783   4003   1301   2426   6238   3333   3315
    4096    2120    544   2717   2332    546   2328   4430   3258   3258
    8192    2054    556   2756   2304    550   2473   3332   3107   3108

                End of test Sun Sep  4 01:25:54 2022

