    BusSpeed riscv64 rv64g-opt optimized Sat Sep  3 22:29:44 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3113   3321   3604   4175   4160   4545
      32   3490   3532   3555   4162   4174   4550
      64    674    968   1401   1994   2827   3434
     128    361    520    895   1314   2195   2803
     256    353    502    881   1283   2185   2798
     512    353    503    881   1282   2186   2796
    1024    354    504    888   1285   2181   2796
    4096    128    234    395    763   1667   2700
   16384    129    232    388    736   1612   2650
   65536    130    233    388    738   1621   2659
