 ##########################################

   Memory Reading Speed Test riscv64 rv64g-c910 optimized Sun Sep  4 01:23:01 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7577   3903   4160   7613   3975   4116   6971   3022   3078
      16    7608   3909   4162   7613   3979   4120   6686   3028   3050
      32    5543   3169   3664   5359   3280   3714   6763   3097   3182
      64    4920   2898   3712   4863   3024   3518   5784   2943   2967
     128    3256   1987   3216   3199   2170   3173   6677   3138   3164
     256    3282   1993   3153   3234   2148   3074   6169   3021   3055
     512    3229   1967   3054   3180   2120   2964   6203   3023   3058
    1024    3235   1965   3027   3186   2120   2950   6215   3026   3058
    2048    1282   1099   2952   1284   1174   2852   6214   3018   3035
    4096     780    692   2756    781    773   2634   4653   2963   2967
    8192     806    726   2931    806    795   2841   3571   2862   2882

                End of test Sun Sep  4 01:23:16 2022

