    BusSpeed riscv64 rv64g-opt optimized Sat Sep  3 22:28:55 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3252   3316   3303   4173   4159   4544
      32   1004   1348   1829   2578   3232   3857
      64    504    722   1152   1702   2553   3183
     128    384    540    932   1370   2249   2883
     256    351    501    883   1290   2185   2797
     512    352    503    887   1281   2184   2796
    1024    353    503    886   1282   2185   2796
    4096    129    235    395    762   1668   2705
   16384    129    233    389    730   1612   2645
   65536    130    234    391    732   1619   2662
