    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:34:33 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3249   3313   3608   4183   4159   4543
      32    691    828   1405   2005   2804   3472
      64    533    744   1230   1836   2664   3311
     128    377    546    930   1335   2218   2854
     256    358    509    901   1280   2196   2807
     512    361    511    897   1279   2193   2801
    1024    361    510    895   1275   2194   2806
    4096    139    229    392    769   1654   2707
   16384    140    228    386    736   1605   2652
   65536    141    229    388    741   1613   2658
