    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:35:53 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3041   3336   3596   3810   4438   4450
      32    856   1110   1678   2164   3255   3627
      64    668    921   1541   1995   3025   3462
     128    401    551    998   1372   2344   2880
     256    356    502    913   1260   2272   2761
     512    361    507    908   1261   2275   2762
    1024    358    504    910   1261   2271   2762
    4096    136    224    394    767   1602   2674
   16384    138    222    388    746   1554   2640
   65536    138    223    388    745   1565   2649
