    BusSpeed riscv64 rv64g-opt optimized Sat Sep  3 22:31:53 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3266   3328   3607   4178   4160   4544
      32    828   1259   1650   2313   3108   3690
      64    489    712   1158   1703   2582   3182
     128    350    501    876   1291   2184   2797
     256    352    501    882   1292   2188   2798
     512    354    504    889   1291   2186   2797
    1024    353    504    891   1293   2185   2796
    4096    128    235    395    763   1668   2700
   16384    129    233    388    733   1609   2650
   65536    130    234    391    737   1619   2655
