 ##########################################

   Memory Reading Speed Test i686 i686 optimized Tue Mar 21 14:29:47 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   14714   6446   8155  15568   8181   7607   8213   4819   5534
      16    9441   5600   6646  10552   5952   6722   6627   4003   4162
      32    9069   5443   6696  10054   6065   6858   6630   3842   3981
      64    8808   5337   6714   9831   5892   6789   6618   3759   3961
     128    8679   5265   6645  10021   5810   6754   6618   3713   3747
     256    4502   3642   3973   4695   3770   4055   2654   2198   2236
     512    2149   2028   2045   2155   2046   2079   1135   1094   1097
    1024    1290   1280   1278   1286   1269   1274    648    644    648
    2048    1303   1299   1299   1299   1291   1299    660    650    657
    4096    1367   1354   1361   1363   1351   1342    676    688    686
    8192    1399   1390   1391   1359   1381   1392    704    703    700

                End of test Tue Mar 21 14:30:04 2023

