    BusSpeed i686 i386 optimized Tue Mar 21 13:58:38 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2892   2934   3017   4307   5106   7466
      32   3316   3592   2962   4121   5202   7565
      64   3470   3816   3024   3978   5254   7636
     128   3642   4014   3018   4016   5257   7661
     256   2842   3271   2929   4054   5160   7525
     512    217    369    715   1289   1900   3457
    1024     72    131    287    529    843   1650
    4096     72    132    288    533    846   1673
   16384     72    133    285    535    847   1677
   65536     72    133    290    533    849   1675
