    BusSpeed i686 i686 optimized Tue Mar 21 13:58:49 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2762   2749   2993   4285   5133   7467
      32   3397   3626   3014   4111   5219   7587
      64   3511   3906   3082   3994   5260   7639
     128   3746   4080   3140   4188   5258   7660
     256   2770   3229   3053   4091   5183   7547
     512    148    262    540    979   1495   2773
    1024     72    132    286    531    841   1668
    4096     72    131    289    533    845   1676
   16384     73    133    289    528    845   1677
   65536     72    131    289    535    848   1657
