 ##########################################

   Memory Reading Speed Test i686 i386 optimized Tue Mar 21 14:29:12 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   13664   6587   7590  15687   6918   7553   6141   3313   5430
      16    9169   5502   6525  10347   6069   6351   5418   3150   4059
      32    9218   5372   6570  10416   5897   6362   5510   3126   3907
      64    9107   5274   6555  10263   5867   6422   5541   3076   3847
     128    9022   5282   6491  10124   5870   6377   5579   3104   3798
     256    7153   4563   5389   7945   5196   5347   4229   2754   3226
     512    1956   1869   1861   1927   1883   1899   1023    995   1005
    1024    1320   1298   1292   1315   1289   1310    665    656    660
    2048    1271   1257   1255   1267   1252   1262    642    637    636
    4096    1305   1296   1291   1302   1291   1297    660    654    653
    8192    1306   1287   1282   1297   1280   1286    658    650    647

                End of test Tue Mar 21 14:29:30 2023

