    BusSpeed i686 i686 optimized Tue Mar 21 13:59:40 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2816   2914   3006   4206   5146   7462
      32   3411   3614   3037   4286   5219   7574
      64   3450   3890   3150   4086   5257   7636
     128   3709   4095   3140   4118   5266   7538
     256   2878   3291   3048   4080   5167   7559
     512    192    342    675   1232   1862   3379
    1024     71    131    287    525    845   1667
    4096     72    132    289    532    845   1674
   16384     72    132    290    535    831   1675
   65536     72    131    290    535    848   1679
