 ##########################################

   Memory Reading Speed Test i686 i686 optimized Tue Mar 21 14:30:56 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   15060   6467   8162  15774   8233   7685   8339   4820   5534
      16    9432   5600   6648  10580   5929   6732   6595   4012   4119
      32    9054   5441   6695  10076   6059   6840   6651   3820   3869
      64    8803   5228   6699  10036   5907   6780   6625   3758   3852
     128    8538   5270   6645  10025   5799   6743   6623   3708   3815
     256    5157   3947   4393   5359   4151   4496   3238   2490   2535
     512    2339   2164   2198   2344   2202   2234   1258   1201   1196
    1024    1271   1257   1255   1262   1248   1258    641    641    641
    2048    1265   1272   1267   1270   1263   1272    647    634    644
    4096    1301   1297   1290   1299   1279   1274    658    653    656
    8192    1307   1301   1289   1284   1279   1292    660    653    655

                End of test Tue Mar 21 14:31:13 2023

