    BusSpeed i686 i686 optimized Tue Mar 21 13:59:20 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2815   2914   2980   4272   5148   7468
      32   3407   3532   3059   4129   5216   7580
      64   3444   3892   3146   4051   5259   7639
     128   3573   4077   3134   4154   5253   7665
     256   2859   3241   2989   4099   5186   7544
     512    221    385    758   1334   1945   3557
    1024     71    132    284    532    843   1669
    4096     72    132    289    534    843   1657
   16384     72    132    290    535    848   1673
   65536     72    133    289    536    845   1680
