    BusSpeed i686 i686 optimized Tue Mar 21 13:59:30 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2792   2926   3037   4363   5147   7494
      32   3366   3603   3040   4082   5223   7514
      64   3560   3892   3132   4141   5251   7609
     128   3799   4081   3116   4095   5269   7669
     256   2814   3259   3056   4100   5174   7569
     512    170    293    583   1085   1671   3113
    1024     72    131    286    526    845   1666
    4096     72    133    289    532    847   1674
   16384     71    133    290    534    846   1652
   65536     72    133    290    533    848   1679
