    BusSpeed i686 i386 optimized Tue Mar 21 13:58:07 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2798   2919   2995   4299   5139   7465
      32   3374   3609   3062   4189   5220   7586
      64   3519   3896   3121   4066   5248   7640
     128   3717   4074   3107   4001   5277   7676
     256   3039   3275   3056   4089   5163   7436
     512    282    477    891   1560   2230   3986
    1024     72    131    288    524    844   1669
    4096     72    132    289    534    845   1675
   16384     72    133    290    535    846   1676
   65536     71    133    286    535    846   1680
