 ##########################################

   Memory Reading Speed Test i686 i386 optimized Tue Mar 21 14:28:20 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   14840   6477   8192  15547   8292   7665   8298   4824   5525
      16    9244   5600   6657  10552   5926   6509   6593   4008   4116
      32    9082   5367   6725  10063   6042   6437   6664   3836   3938
      64    8839   5340   6593  10043   5875   6345   6513   3763   3865
     128    8644   5276   6656  10018   5726   6289   6598   3713   3814
     256    3500   2673   3279   3701   3094   3200   1825   1658   1670
     512    2213   2083   2126   2211   2075   2112   1186   1140   1139
    1024    1326   1291   1315   1323   1308   1313    674    670    667
    2048    1296   1283   1306   1310   1299   1306    663    662    654
    4096    1367   1354   1356   1361   1355   1361    689    686    687
    8192    1399   1394   1392   1398   1390   1398    705    705    706

                End of test Tue Mar 21 14:28:37 2023

