    BusSpeed aarch64 armv8.1-a optimized Sat Sep 17 12:20:44 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7446   7699  15674  16702  16514  22931
      32   8167   8409  16023  16603  16787  23085
      64   5155   5515  12359  15976  17234  22951
     128   2017   2088   4176   6962   8727  12505
     256   2103   2174   4306   8335  15393  23412
     512   2044   2178   4318   8375  15961  22832
    1024   2024   2189   4321   8577  15917  22722
    4096   1610   1542   3082   6540  12699  19853
   16384   1256   1394   2657   5113   9124  20122
   65536    934   1264   2428   4700   9326  18277
