 ##########################################

   Memory Reading Speed Test aarch64 armv8.1-a optimized Sat Sep 17 14:19:59 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58032  61803  95639  63805  85510  95408  33287  33126  33090
      16   61206  62802  99018  66855  88991  99043  32833  33492  33497
      32   63206  65686  99016  66976  89209  98936  34158  33633  33642
      64   65837  65091 101584  70780  94736 101554  35477  35438  35458
     128   17571  24704  42356  17913  43704  42370  11038  11825  11826
     256   31260  62956  63486  30913  63100  62644  15910  15569  15662
     512   32255  64864  63431  32147  64747  63627  16167  16290  16092
    1024   32672  61736  63671  31814  65902  64371  16273  16289  16303
    2048   32302  62280  65502  31083  65401  64734  16144  16130  16142
    4096   30662  59819  61339  29340  59071  58919  15477  13813  13812
    8192   26522  47905  52423  26613  49926  50480  12645  12052  12329

                End of test Sat Sep 17 14:20:14 2022

