 ##########################################

   Memory Reading Speed Test aarch64 armv8-a optimized Sat Sep 17 14:18:27 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   57711  60171  95599  62823  86344  94707  33319  33441  32671
      16   61495  63281  98205  67262  89098  97429  33027  33596  33560
      32   65089  64741  98148  67632  89196  98206  34315  34084  34076
      64   62183  63249 101975  70814  94742 101585  35047  34926  34923
     128   17458  24521  40908  17663  43669  42416  11117  11897  11948
     256   32106  66896  62726  31278  63213  63256  15827  15671  15667
     512   31784  62922  64505  31769  64193  62908  16144  16104  16104
    1024   31115  61579  65392  32582  66148  64357  16008  15936  15953
    2048   31159  60881  62938  32314  65488  65219  15641  15665  15624
    4096   31003  61270  58821  30980  59464  59069  15061  13307  13331
    8192   26083  48368  51328  27115  51226  51292  12968  12818  12695

                End of test Sat Sep 17 14:18:42 2022

