    BusSpeed aarch64 native optimized Sat Sep 17 12:23:06 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7436   7703  15677  16837  16631  22925
      32   8167   8400  16082  16788  16726  22884
      64   5166   5510  12351  15717  17030  23180
     128   1997   2089   4170   6955   8908  12784
     256   2103   2174   4305   8343  15391  23020
     512   2044   2179   4335   8365  15783  22728
    1024   2029   2193   4328   8590  15970  22763
    4096   1639   1553   3196   6553  12740  22669
   16384   1264   1363   2665   5211   9963  18857
   65536    932   1236   2434   4721   9245  18282
