    BusSpeed aarch64 armv8-a optimized Sat Sep 17 12:20:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7399   7667  15537  16156  16113  22396
      32   8094   8365  15806  16317  16300  22171
      64   5023   5712  11667  15325  15465  22529
     128   2000   2069   4086   6844   8738  12281
     256   2106   2173   4349   8346  15180  22427
     512   2004   2177   4289   8423  15414  22386
    1024   2035   2186   4309   8590  15764  22860
    4096   1651   1538   3075   6605  12753  23145
   16384   1269   1381   2697   5027  10012  17923
   65536    927   1233   2423   4719   9286  18232
