 ##########################################

   Memory Reading Speed Test aarch64 armv8.2-a optimized Sat Sep 17 14:21:30 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58310  58987  95643  62950  80983  95633  32819  33203  33409
      16   62226  62855  99116  66716  82131  97418  32871  34083  33792
      32   64054  62699  97301  67888  83015  97352  34326  34239  34088
      64   64943  67009 101532  70795  87635 101576  34582  34938  34691
     128   17752  24772  42356  17927  42236  42387  11093  11948  11825
     256   31316  63400  63267  31655  64133  62693  15904  15491  15857
     512   32249  61838  63288  31757  63621  63264  16283  16109  16006
    1024   31856  64815  64559  32578  65449  64444  15939  15852  15662
    2048   30815  62213  65521  32277  65146  65547  15792  15463  15589
    4096   29770  58351  62006  30936  58820  59582  15306  13505  14040
    8192   26508  46571  52630  26617  50555  49966  12905  12529  12154

                End of test Sat Sep 17 14:21:45 2022

