    BusSpeed aarch64 armv8.2-a optimized Sat Sep 17 12:21:35 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7405   7651  15614  16642  16527  23043
      32   8133   8390  15951  16713  16543  22945
      64   5148   5504  12300  15944  16949  22854
     128   1988   2048   4156   6839   8735  12607
     256   2094   2162   4275   8361  15238  23423
     512   2036   2168   4302   8382  15735  22775
    1024   2015   2176   4317   8372  15840  22553
    4096   1603   1534   3054   6492  12536  22035
   16384   1240   1343   2607   5248   9691  16622
   65536    902   1225   2368   4626   9105  18137
