    BusSpeed aarch64 native optimized Sat Sep 17 12:22:35 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7442   7710  15675  16764  16655  22950
      32   8174   8429  16010  16808  16662  23067
      64   5164   5532  12370  15373  17039  22847
     128   1993   2089   4177   6963   8800  12625
     256   2103   2175   4307   8340  15483  23324
     512   2044   2178   4319   8379  15802  22935
    1024   2001   2189   4339   8588  15964  22627
    4096   1644   1550   3105   6585  12806  22786
   16384   1263   1418   2657   5025   9182  16643
   65536    937   1270   2436   4743   9294  18526
