    BusSpeed aarch64 armv8-a+crc optimized Sat Sep 17 12:17:51 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7399   7674  15598  16322  16196  22400
      32   8081   8366  15778  16329  16188  22437
      64   5033   5439  11452  15307  15574  22199
     128   1973   2071   4158   6934   7478  12791
     256   2104   2174   4308   8341  11837  23118
     512   2052   2178   4328   8373  11993  22423
    1024   2027   2185   4334   8584  12209  22276
    4096   1653   1554   3139   6582  12074  19595
   16384   1268   1398   2657   5375   9196  19643
   65536    945   1259   2433   4696   9148  18334
