 ##########################################

   Memory Reading Speed Test aarch64 native optimized Sat Sep 17 14:22:46 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   34829  37269  48329  43797  47832  52728  21713  33096  33192
      16   35596  37516  49062  44176  47776  53874  22502  33525  33480
      32   37486  38193  49190  45660  48348  53932  23071  33608  33845
      64   37350  39554  51724  47432  50952  56805  23755  35441  35442
     128   16768  19395  20885  18194  21456  22121  10862  11818  11900
     256   31635  31625  31677  31663  31780  31303  16225  15761  15672
     512   33441  33533  32657  32932  32801  32275  16791  16103  16288
    1024   31675  32572  33112  32923  33290  32722  16836  16298  16296
    2048   31430  31371  32837  32653  32996  32458  14190  16012  15999
    4096   26462  29648  30864  27242  31028  30711  11379  13766  13871
    8192   24342  26413  26446  24397  26344  26523  10728  12192  12232

                End of test Sat Sep 17 14:23:01 2022

