 ##########################################

   Memory Reading Speed Test aarch64 armv8.1-a optimized Sat Sep 17 14:20:29 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58099  56920  96379  63127  79037  95654  33189  32744  33332
      16   62517  58804  97401  66229  82456  99112  32900  33957  33814
      32   63194  60789  97369  68394  83911  99012  33864  34106  33614
      64   65892  63300 101563  70765  87538 101532  34978  34936  35443
     128   17510  23635  42387  17969  41611  42380  11120  11934  11960
     256   31448  60487  63088  31151  62766  62707  15907  15574  15500
     512   32250  60151  62933  32353  63793  64084  16209  16193  15879
    1024   32684  61468  64927  32559  66707  64694  16078  15949  16111
    2048   32402  61807  65667  32304  66189  64737  15608  15482  15459
    4096   30821  61280  62156  30925  62172  58945  15183  13457  13241
    8192   26021  47981  52964  26267  52265  49552  12871  12433  12651

                End of test Sat Sep 17 14:20:43 2022

