    BusSpeed aarch64 armv8-a optimized Sat Sep 17 12:19:43 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7443   7688  15680  16749  16715  23170
      32   8164   8396  16025  16790  17002  23045
      64   5168   5519  12333  15669  16818  22954
     128   1991   2083   4174   6862   8923  12742
     256   2101   2174   4291   8336  15399  23263
     512   2042   2178   4320   8377  15786  22999
    1024   2026   2193   4340   8587  15945  22731
    4096   1618   1546   3154   6551  12699  22299
   16384   1263   1363   2647   4994   9137  16628
   65536    934   1241   2429   4719   9325  18145
