 ##########################################

   Memory Reading Speed Test aarch64 armv8-a+crc optimized Sat Sep 17 14:16:10 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58039  58841  95661  63111  85540  95645  33410  33135  33067
      16   61287  63298  99037  66270  88984  99003  33175  33498  33495
      32   63193  62692  99061  67942  89255  99044  33976  33620  33630
      64   65884  67055 101575  70862  94791 101544  35496  35442  35445
     128   17362  24982  42362  17829  43739  42391  11035  11828  11965
     256   30861  63080  62653  31284  63147  63267  15850  15484  15487
     512   32657  62026  63755  32151  63368  62942  16272  16295  15926
    1024   32697  64669  64355  31464  66200  64566  16297  16310  16306
    2048   32422  64143  65635  31134  66368  65622  16141  16044  16025
    4096   30829  62093  61973  29914  62213  61919  15514  14003  14009
    8192   26476  49003  53516  27020  53252  53588  12798  12259  12464

                End of test Sat Sep 17 14:16:25 2022

