 ##########################################

   Memory Reading Speed Test aarch64 native optimized Sat Sep 17 14:23:31 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58126  58546  95579  63100  82695  95672  33137  33208  33198
      16   61239  62191  99126  66233  82470  99116  33087  34061  33528
      32   63290  62715  99045  68423  81534  98081  33865  33603  33611
      64   65903  67018 101536  70831  87520 100539  35473  35448  35444
     128   17428  24612  42717  17739  41663  42379  11009  11818  11892
     256   30883  63026  62735  31270  63524  63079  15709  15477  15495
     512   32649  62069  63681  32142  63529  62933  16144  16104  16283
    1024   32698  64714  64366  31972  65789  64515  16017  16000  16307
    2048   32406  64027  65669  30828  64248  65581  15804  15385  16106
    4096   30680  62146  59778  29677  59622  61558  15078  13339  13880
    8192   26048  48688  50750  26784  49824  53149  12932  12602  12274

                End of test Sat Sep 17 14:23:46 2022

