    BusSpeed aarch64 armv8.1-a optimized Sat Sep 17 12:21:04 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7440   7688  15678  16746  16466  22922
      32   8188   8399  16220  16616  16645  23083
      64   5128   5506  12344  15833  17242  22938
     128   2027   2091   4171   6962   8770  12621
     256   2099   2174   4307   8344  15240  23306
     512   2043   2171   4319   8372  15974  22726
    1024   1997   2182   4326   8578  15932  22466
    4096   1623   1540   3131   6552  12722  22717
   16384   1274   1355   2643   5025   9750  18959
   65536    936   1238   2427   4676   9206  18205
