    BusSpeed aarch64 armv8-a+crc optimized Sat Sep 17 12:18:22 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7435   7675  15682  16580  16713  22920
      32   8177   8406  16063  16600  16641  23079
      64   5168   5726  12554  15897  17024  22933
     128   1992   2089   4138   6954   8910  12713
     256   2102   2172   4307   8335  15387  23565
     512   2045   2178   4334   8384  15787  22921
    1024   2024   2192   4321   8584  15939  22626
    4096   1605   1554   3157   6549  12748  19970
   16384   1265   1375   2658   5151   9261  20152
   65536    935   1242   2433   4725   9294  18319
