    BusSpeed aarch64 native optimized Sat Sep 17 12:22:56 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7436   7693  15783  16754  16630  22937
      32   8177   8416  16089  16794  16816  23084
      64   5169   5469  12287  15241  17011  23060
     128   2017   2088   4175   6963   8899  12694
     256   2075   2166   4292   8333  15218  23293
     512   1989   2185   4314   8371  15633  23032
    1024   2003   2188   4339   8587  15956  22742
    4096   1639   1556   3160   6607  12810  23361
   16384   1260   1368   2674   5042   9653  19555
   65536    951   1244   2442   4724   9286  18611
