    BusSpeed aarch64 armv8.2-a optimized Sat Sep 17 12:22:05 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7427   7691  15654  16740  16633  22929
      32   8178   8406  16014  16602  16636  23082
      64   5159   5516  12312  15320  17029  22952
     128   2025   2089   4175   6963   8741  12701
     256   2102   2173   4294   8342  15395  23311
     512   2043   2162   4318   8377  15970  22726
    1024   1998   2180   4326   8574  15916  22773
    4096   1625   1545   3045   6555  12752  23030
   16384   1259   1397   2649   4990   9401  20669
   65536    934   1255   2431   4719   9293  18236
