 ##########################################

   Memory Reading Speed Test aarch64 armv8-a optimized Sat Sep 17 14:17:25 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   35359  36775  48033  43782  47851  52348  21714  33092  33101
      16   35417  37990  49123  43976  49016  53886  22495  33583  33550
      32   37285  39124  49827  45528  49769  53943  23075  33825  33827
      64   38187  40660  51742  47415  51730  56825  23762  35416  35418
     128   16490  15579  20857  18263  21774  22128  10852  11823  11870
     256   31479  31776  31346  31238  32054  31519  16319  15846  15589
     512   33430  33419  32654  32933  32577  32268  16861  16097  16295
    1024   31770  33489  33124  31567  33004  32778  16871  16049  16313
    2048   31336  33147  32832  31101  32658  32458  14423  15599  16182
    4096   26517  31603  31237  26092  31381  31110  11397  13300  14133
    8192   24366  26275  26964  25101  26859  26682  10654  12583  12279

                End of test Sat Sep 17 14:17:41 2022

