    BusSpeed aarch64 armv8.2-a optimized Sat Sep 17 12:21:55 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7445   7677  15668  16751  16624  22949
      32   8160   8403  16025  16707  16642  23090
      64   5168   5516  12314  15992  17028  22953
     128   2027   2093   4174   6959   8774  12693
     256   2100   2173   4295   8332  15395  23537
     512   2044   2177   4318   8425  15795  22889
    1024   2064   2189   4334   8583  15923  22732
    4096   1619   1536   3066   6545  12664  19986
   16384   1260   1337   2627   5333   9440  20091
   65536    934   1234   2426   4685   9256  18282
