 ##########################################

   Memory Reading Speed Test aarch64 armv8-a optimized Sat Sep 17 14:17:10 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   35336  36875  47952  43458  47843  52361  21817  33145  33115
      16   36033  38058  49067  43715  49017  53883  22564  33484  33494
      32   37175  39452  49754  45777  49773  53908  23105  33626  33613
      64   38183  40060  51731  46736  51715  56798  23773  35440  35451
     128   16451  19458  20841  18400  21526  21953  10814  11808  11826
     256   31624  31982  31680  31662  31800  31303  16373  15479  15496
     512   33445  33532  32671  32927  32811  32276  16698  16290  16288
    1024   31708  32344  33158  31892  33324  32750  16858  16310  16311
    2048   31062  31868  32852  31218  33001  32467  14232  16120  16110
    4096   26538  30016  30864  26533  31084  30692  11428  13794  13943
    8192   24746  26738  26678  24511  26939  26742  10876  12186  12237

                End of test Sat Sep 17 14:17:25 2022

