    BusSpeed aarch64 armv8.1-a optimized Sat Sep 17 12:20:54 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7453   7694  15719  16578  16635  22950
      32   8163   8401  16220  16587  16729  23083
      64   5172   5505  12305  15801  16983  23057
     128   1974   2092   4168   6866   8771  12991
     256   2090   2175   4292   8337  15397  23551
     512   2045   2178   4313   8432  15971  22893
    1024   2002   2188   4337   8591  15960  22627
    4096   1631   1552   3125   6557  12800  20352
   16384   1262   1316   2654   5019   9224  20149
   65536    934   1222   2443   4614   9290  18312
