 ##########################################

   Memory Reading Speed Test aarch64 armv8.2-a optimized Sat Sep 17 14:22:15 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58084  57156  95607  63145  78979  95655  33429  33180  33105
      16   61334  62758  99140  66248  82567  99133  32908  33533  33488
      32   63157  62781  99054  67905  82656  99064  33854  33613  33875
      64   65856  67021 101516  70851  87621 102365  35458  35443  35445
     128   17376  24682  42309  17557  42211  42396  11049  11901  11897
     256   30878  63944  63195  31273  63443  62714  15707  15491  15755
     512   32651  62657  62905  32525  63084  63503  16284  16291  16094
    1024   32665  64584  64519  32567  65846  64496  16284  16298  16293
    2048   32408  64081  65539  32284  66254  65539  16132  16061  16059
    4096   30657  61768  58924  30666  61888  61741  15382  13972  13925
    8192   26373  48939  50168  25938  52352  53403  12660  12258  12472

                End of test Sat Sep 17 14:22:30 2022

