 ##########################################

   Memory Reading Speed Test aarch64 armv8-a+crc optimized Sat Sep 17 14:16:55 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58985  59223  95650  63198  85654  95655  33299  33381  33178
      16   62310  62957  99131  66346  89022  99931  32696  33567  33582
      32   65048  63210  98992  67988  89367  99115  33850  33587  33641
      64   64003  67009 101542  70862  94783 101569  35473  35398  35453
     128   17423  24659  42393  17885  43692  42388  11028  11866  11921
     256   31278  63670  62945  31079  63636  62712  15830  15661  15481
     512   32236  62041  62925  32541  64178  62915  16144  16098  16293
    1024   31374  64681  64536  32581  66090  64526  16294  15915  16304
    2048   31150  61856  65688  32327  65461  65630  16153  15565  16154
    4096   30551  58654  62012  30971  58928  62134  15535  13511  14023
    8192   26338  47560  53391  26412  51359  53698  12963  12443  12355

                End of test Sat Sep 17 14:17:10 2022

