    BusSpeed aarch64 armv8-a+crc optimized Sat Sep 17 12:18:02 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7439   7707  15719  16597  16638  22862
      32   8181   8426  16017  16625  16658  23081
      64   5177   5523  12329  15946  17037  23071
     128   2015   2084   4150   6963   8772  12740
     256   2105   2181   4306   8336  15253  23324
     512   2044   2177   4335   8368  15969  22774
    1024   2004   2187   4333   8585  15932  22665
    4096   1641   1543   3094   6562  12803  22582
   16384   1258   1343   2670   5398   9787  16420
   65536    928   1233   2434   4696   9276  18538
