    BusSpeed aarch64 armv8-a optimized Sat Sep 17 12:18:52 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7422   7698  15706  16765  16654  22379
      32   8151   8405  16143  16633  16237  22666
      64   5175   5524  12350  15931  17036  22447
     128   1988   2089   4142   6964   8794  12654
     256   2110   2175   4306   8340  15256  23140
     512   2045   2178   4333   8379  15804  22587
    1024   2008   2185   4302   8581  15942  22230
    4096   1618   1554   3103   6563  12816  19835
   16384   1259   1414   2642   4983   9409  19781
   65536    930   1252   2420   4698   9252  18122
