    BusSpeed aarch64 armv8-a+crc optimized Sat Sep 17 12:18:12 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7397   7674  15482  16270  16076  22332
      32   8083   8363  15896  16167  16169  22259
      64   5021   5411  11435  15280  16236  22473
     128   1983   2073   4156   6921   8460  12715
     256   2104   2173   4312   8371  15030  22437
     512   2051   2178   4327   8369  15751  22417
    1024   2027   2183   4338   8579  15756  21066
    4096   1642   1543   3191   6597  12745  19429
   16384   1264   1408   2669   5357   9480  19842
   65536    934   1263   2441   4697   9245  18680
