    BusSpeed aarch64 armv8-a+crc optimized Sat Sep 17 12:18:32 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7385   7670  15473  16167  16033  22380
      32   8087   8363  15889  16418  16189  22381
      64   4358   3945  10716  15152  16099  22210
     128   1908   1991   3961   7201   8597  12286
     256   2061   2162   4301   8340  15199  22772
     512   2013   2181   4333   8421  15772  22432
    1024   2033   2184   4335   8590  15768  22047
    4096   1688   1562   3105   6633  12752  22452
   16384   1272   1403   2627   4965   9020  16260
   65536    928   1249   2437   4733   9310  18244
