 ##########################################

   Memory Reading Speed Test aarch64 native optimized Sat Sep 17 14:23:46 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   57746  57789  95152  62869  85076  95177  33421  33012  32921
      16   60887  62469  96925  66980  88636  98704  32847  33311  33366
      32   62892  62572  96954  67300  88833  98711  33351  33489  32986
      64   65669  66839  99349  70510  94451 101180  35235  35304  35326
     128   17374  24612  42709  17771  43592  42215  10984  11923  11779
     256   30788  62805  62984  30818  62921  62433  15767  15615  15615
     512   32537  61712  63102  32034  63906  63487  15933  16025  16041
    1024   32499  64300  63421  32408  65538  64091  16217  16220  16232
    2048   32164  63207  65037  32031  64855  64945  16008  15977  15962
    4096   30398  61308  58617  30486  58744  60812  15279  13748  13764
    8192   25800  47917  50112  25510  49196  52395  12756  12086  12338

                End of test Sat Sep 17 14:24:01 2022

