    BusSpeed aarch64 armv8-a optimized Sat Sep 17 12:19:23 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7443   7692  15759  16756  16642  22391
      32   8168   8401  16018  16799  16650  22525
      64   5025   5516  12405  15744  17022  22464
     128   2000   2086   4168   6920   8951  12956
     256   2109   2174   4308   8334  15390  23146
     512   2045   2180   4319   8367  15790  22498
    1024   2011   2189   4325   8589  15967  22101
    4096   1627   1508   3069   6600  12802  22016
   16384   1249   1366   2657   5333  10090  16663
   65536    918   1247   2410   4692   9200  18350
