 ##########################################

   Memory Reading Speed Test aarch64 native optimized Sat Sep 17 14:23:01 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58056  57942  95631  63134  83393  95661  33260  33633  33126
      16   61313  59309  99138  66248  82458  99086  32814  33530  33788
      32   63185  59715  97428  68403  81546  99029  33946  33651  33861
      64   65861  63290 101557  70768  87535 101520  35472  35450  35438
     128   17417  23337  42372  17736  41697  42358  11145  11836  11888
     256   30950  60407  63492  30908  62786  62695  15898  15656  15586
     512   32264  59095  63447  32536  62975  62910  16158  16101  16290
    1024   31509  61427  63573  32555  66669  64494  16277  16301  16300
    2048   31342  58206  65521  32288  66124  65519  16150  16085  16088
    4096   29719  58528  59324  30770  62243  61645  15445  13955  13901
    8192   26776  45689  51337  26223  52794  52949  12900  12436  12151

                End of test Sat Sep 17 14:23:16 2022

