    BusSpeed aarch64 native optimized Sat Sep 17 12:22:15 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7451   7682  15679  16573  16610  22941
      32   8167   8408  16160  16617  16679  23259
      64   5156   5544  12280  16006  17245  22734
     128   2025   2088   4176   6942   8753  12694
     256   2116   2172   4307   8340  15473  23554
     512   2043   2177   4319   8382  15977  22986
    1024   2029   2188   4336   8570  15937  22486
    4096   1613   1541   3060   6551  12691  22309
   16384   1259   1377   2559   5444   9114  16675
   65536    937   1244   2426   4681   9313  18435
