    BusSpeed aarch64 armv8.1-a optimized Sat Sep 17 12:20:34 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   7450   7700  15673  16747  16611  22939
      32   8188   8412  16028  16795  16713  23072
      64   5157   5501  12351  15834  17120  22954
     128   1997   2088   4177   6864   8942  12690
     256   2105   2175   4307   8346  15456  23309
     512   2044   2178   4317   8362  15775  22719
    1024   1999   2178   4328   8577  15918  22709
    4096   1612   1546   3118   6554  12735  19740
   16384   1258   1345   2649   5014   9368  20162
   65536    913   1237   2425   4702   9250  18279
