 ##########################################

   Memory Reading Speed Test aarch64 armv8-a optimized Sat Sep 17 14:17:57 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   58300  61784  95666  63845  79139  95663  33323  33393  33449
      16   61337  62750  99154  66253  82565  99150  32818  33518  33811
      32   63662  65697  99144  67910  81652  99134  33947  33609  33623
      64   65846  65177 101391  70771  87604 100521  35477  35446  35451
     128   17249  23659  42382  17831  41913  42392  11037  11966  11824
     256   31298  62791  63115  31096  62912  62745  15787  15480  15669
     512   32646  64739  62938  32538  63095  62930  16288  16290  16094
    1024   32695  64778  64457  32595  66974  64538  16301  16314  16314
    2048   32436  64242  65671  32318  66332  65541  16154  16149  16121
    4096   30668  61160  58836  30724  61995  61565  15429  13930  13890
    8192   26635  50209  51511  26142  53291  53694  12821  12319  12593

                End of test Sat Sep 17 14:18:12 2022

