
 ##########################################

From File /proc/cpuinfo
 Cannot open /proc/cpuinfo


From File /proc/version


   Memory Reading Speed Test i386 i686 optimized Wed Apr 29 22:01:06 2020
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    3603   1865   2078   4605   2339   2338   3644   1860   1819
      16    3582   1854   2088   4656   2349   2348   3702   1874   1873
      32    3473   1788   2068   4469   2308   2286   3602   1827   1826
      64    2403   1572   1647   2159   1661   1618   1363   1145   1145
     128    2421   1574   1649   2109   1663   1615   1363   1145   1145
     256    2460   1572   1651   2087   1668   1606   1366   1144   1140
     512    2472   1566   1655   2080   1670   1608   1368   1132   1145
    1024    2484   1563   1653   2041   1652   1596   1371   1143   1143
    2048    2396   1543   1625   2046   1644   1573   1280   1122   1120
    4096     928    919    927    937    920    926    481    466    465
    8192     728    732    734    729    734    734    369    364    355

                End of test Wed Apr 29 22:01:23 2020

