 ##########################################

   Memory Reading Speed Test amd64 x86-64 optimized Wed Feb  9 19:10:41 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   65476  20443  71435  70998  20627  71826  45337  44936  44944
      16   64656  20235  72972  70272  20494  73412  46403  47708  47174
      32   65216  20259  72464  70934  20555  73009  46964  49641  49820
      64   65767  19384  74398  71300  20561  79227  46946  50404  50657
     128   65567  19359  73492  69962  20614  79388  47111  51103  51124
     256   59560  19808  63531  62179  20276  64782  31627  41005  40853
     512   59367  19814  64194  63094  20273  65415  31941  42074  42126
    1024   60315  19735  64133  62567  20323  65360  32026  41760  41729
    2048   59394  19674  63626  62328  20159  64206  31476  41050  41134
    4096   59601  19707  63711  62502  20146  64946  31776  41282  41035
    8192   56427  19358  61229  59729  19746  62304  30356  39433  39442

                End of test Wed Feb  9 19:10:55 2022

