    BusSpeed i686 i386 optimized Tue Mar 21 01:45:54 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2584   2604   2751   3708   4652   6875
      32    182    305    625   1096   1669   3047
      64    112    194    417    714   1160   2213
     128    110    193    414    734   1149   2197
     256     70    127    280    503    787   1569
     512     70    126    276    492    785   1549
    1024     70    126    276    493    775   1481
    4096     71    123    278    494    786   1553
   16384     71    125    277    478    783   1547
   65536     71    126    278    495    779   1508
