    BusSpeed i686 i386 optimized Tue Mar 21 01:45:33 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2593   2580   2754   3834   4700   6862
      32   3100   3259   2796   3769   4767   6988
      64    263    435    839   1416   2106   3704
     128    119    213    450    771   1240   2358
     256     80    141    312    555    878   1711
     512     69    126    269    486    783   1545
    1024     71    126    276    492    763   1547
    4096     70    127    277    494    785   1551
   16384     71    120    277    494    781   1547
   65536     72    126    271    494    783   1549
