    BusSpeed i686 i386 optimized Tue Mar 21 01:46:24 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2690   2610   2738   3756   4661   6882
      32   3085   3230   2724   3718   4748   6788
      64   3133   3428   2787   3755   4796   6979
     128    122    205    450    791   1221   2282
     256     71    127    283    505    805   1546
     512     71    127    277    493    786   1538
    1024     71    126    268    494    784   1542
    4096     72    127    277    493    786   1518
   16384     70    127    276    494    784   1546
   65536     70    127    277    485    785   1551
