 ##########################################

   Memory Reading Speed Test i686 i686 optimized Tue Mar 21 02:18:41 2023
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   13787   5733   7384  14569   7617   6841   7743   4404   5042
      16    1977   1687   1931   1873   1737   1836    869    710    704
      32    3235   2499   2907   3479   2972   2837   1603   1137   1133
      64    2657   2211   2532   2768   2534   2451   1206   1041   1032
     128    1806   1710   1764   1816   1724   1757    915    878    877
     256    1282   1256   1237   1237   1249   1272    646    651    653
     512    1197   1162   1186   1187   1176   1191    599    599    589
    1024    1204   1199   1195   1200   1179   1201    593    606    592
    2048    1251   1243   1242   1250   1239   1244    631    629    629
    4096    1263   1245   1218   1251   1233   1233    632    625    629
    8192    1206   1207   1215   1220   1205   1206    618    589    611

                End of test Tue Mar 21 02:19:01 2023

