    BusSpeed i686 i386 optimized Tue Mar 21 01:46:04 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16     94    162    351    636   1014   1922
      32    182    309    623   1085   1668   3050
      64    195    317    741   1365   1983   3577
     128    167    280    573   1004   1527   2829
     256     72    128    271    504    801   1555
     512     71    126    277    494    785   1544
    1024     70    126    277    487    784   1548
    4096     71    127    272    495    785   1547
   16384     71    127    274    494    759   1549
   65536     72    127    275    494    766   1550
