    BusSpeed i686 i686 optimized Tue Mar 21 01:46:45 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2606   2623   2740   3721   4599   6869
      32    184    312    632   1082   1651   3042
      64    350    572   1041   1671   2460   4222
     128    137    237    490    831   1351   2552
     256     73    128    288    505    812   1606
     512     70    122    275    491    783   1539
    1024     70    126    276    491    760   1545
    4096     71    126    278    488    785   1545
   16384     71    126    277    491    784   1549
   65536     72    127    264    495    786   1550
