    BusSpeed i686 i686 optimized Tue Mar 21 01:47:26 2023
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   2632   2617   2785   3780   4665   6883
      32   3126   3233   2806   3784   4745   6830
      64    235    379    865   1601   2362   4101
     128    133    232    476    847   1314   2486
     256     71    125    275    494    785   1523
     512     69    125    277    493    785   1549
    1024     70    126    276    480    784   1546
    4096     71    125    277    493    786   1535
   16384     71    127    277    494    784   1542
   65536     71    124    277    490    771   1544
